@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
178,57,4,3202,2061,0.608398,0.934426,0.01749,0.934426,0.98251,0.034337,0.612134,1.526507,0.000137
179,57,4,3201,2062,0.608208,0.934426,0.017495,0.934426,0.982505,0.034348,0.611946,1.526975,0.000137
180,57,4,3200,2063,0.608018,0.934426,0.017501,0.934426,0.982499,0.034358,0.611758,1.527444,0.000138
181,57,4,3199,2064,0.607828,0.934426,0.017506,0.934426,0.982494,0.034368,0.61157,1.527913,0.000138
182,57,4,3198,2065,0.607638,0.934426,0.017512,0.934426,0.982488,0.034379,0.611382,1.528383,0.000142
183,57,4,3197,2066,0.607448,0.934426,0.017517,0.934426,0.982483,0.034389,0.611195,1.528852,0.000142
184,57,4,3196,2067,0.607258,0.934426,0.017522,0.934426,0.982478,0.0344,0.611007,1.529322,0.000142
185,57,4,3195,2068,0.607068,0.934426,0.017528,0.934426,0.982472,0.03441,0.610819,1.529793,0.000143
186,57,4,3194,2069,0.606878,0.934426,0.017533,0.934426,0.982467,0.03442,0.610631,1.530263,0.000144
187,57,4,3193,2070,0.606688,0.934426,0.017538,0.934426,0.982462,0.034431,0.610443,1.530734,0.000144
188,57,4,3192,2071,0.606498,0.934426,0.017544,0.934426,0.982456,0.034441,0.610255,1.531205,0.000144
189,57,4,3190,2073,0.606118,0.934426,0.017555,0.934426,0.982445,0.034462,0.60988,1.532148,0.000144
190,57,4,3189,2074,0.605928,0.934426,0.01756,0.934426,0.98244,0.034472,0.609692,1.53262,0.000145
191,57,4,3188,2075,0.605738,0.934426,0.017565,0.934426,0.982435,0.034483,0.609504,1.533093,0.000147
192,57,4,3187,2076,0.605548,0.934426,0.017571,0.934426,0.982429,0.034493,0.609316,1.533565,0.000147
193,57,4,3185,2078,0.605168,0.934426,0.017582,0.934426,0.982418,0.034514,0.608941,1.534511,0.000148
194,57,4,3184,2079,0.604978,0.934426,0.017587,0.934426,0.982413,0.034525,0.608753,1.534985,0.000148
195,57,4,3183,2080,0.604788,0.934426,0.017593,0.934426,0.982407,0.034535,0.608565,1.535458,0.000149
196,57,4,3182,2081,0.604598,0.934426,0.017598,0.934426,0.982402,0.034545,0.608377,1.535932,0.000149
197,57,4,3180,2083,0.604218,0.934426,0.017609,0.934426,0.982391,0.034566,0.608002,1.536881,0.000149
198,57,4,3179,2084,0.604028,0.934426,0.017614,0.934426,0.982386,0.034577,0.607814,1.537356,0.000149
199,57,4,3178,2085,0.603838,0.934426,0.01762,0.934426,0.98238,0.034587,0.607626,1.537832,0.00015
200,57,4,3176,2087,0.603458,0.934426,0.017631,0.934426,0.982369,0.034608,0.60725,1.538783,0.00015
201,57,4,3175,2088,0.603268,0.934426,0.017636,0.934426,0.982364,0.034619,0.607062,1.539259,0.000151
202,57,4,3174,2089,0.603078,0.934426,0.017642,0.934426,0.982358,0.034629,0.606875,1.539735,0.000151
203,57,4,3173,2090,0.602888,0.934426,0.017647,0.934426,0.982353,0.03464,0.606687,1.540212,0.000151
204,57,4,3172,2091,0.602698,0.934426,0.017653,0.934426,0.982347,0.03465,0.606499,1.540689,0.000152
205,57,4,3171,2092,0.602508,0.934426,0.017658,0.934426,0.982342,0.034661,0.606311,1.541166,0.000152
206,57,4,3169,2094,0.602128,0.934426,0.017669,0.934426,0.982331,0.034682,0.605935,1.542122,0.000154
207,57,4,3166,2097,0.601558,0.934426,0.017685,0.934426,0.982315,0.034714,0.605372,1.543557,0.000154
208,57,4,3165,2098,0.601368,0.934426,0.017691,0.934426,0.982309,0.034724,0.605184,1.544036,0.000154
209,57,4,3163,2100,0.600988,0.934426,0.017702,0.934426,0.982298,0.034746,0.604808,1.544995,0.000154
210,57,4,3162,2101,0.600798,0.934426,0.017707,0.934426,0.982293,0.034756,0.604621,1.545475,0.000154
211,57,4,3161,2102,0.600608,0.934426,0.017713,0.934426,0.982287,0.034767,0.604433,1.545956,0.000155
212,57,4,3160,2103,0.600418,0.934426,0.017718,0.934426,0.982282,0.034777,0.604245,1.546436,0.000156
213,57,4,3159,2104,0.600228,0.934426,0.017724,0.934426,0.982276,0.034788,0.604057,1.546917,0.000156
214,57,4,3158,2105,0.600038,0.934426,0.017729,0.934426,0.982271,0.034799,0.603869,1.547398,0.000156
215,57,4,3157,2106,0.599848,0.934426,0.017735,0.934426,0.982265,0.034809,0.603681,1.54788,0.000157
216,57,4,3156,2107,0.599658,0.934426,0.01774,0.934426,0.98226,0.03482,0.603494,1.548361,0.000157
217,57,4,3155,2108,0.599468,0.934426,0.017746,0.934426,0.982254,0.03483,0.603306,1.548843,0.000157
218,57,4,3154,2109,0.599278,0.934426,0.017751,0.934426,0.982249,0.034841,0.603118,1.549326,0.000157
219,57,4,3153,2110,0.599088,0.934426,0.017757,0.934426,0.982243,0.034852,0.60293,1.549808,0.000157
220,57,4,3152,2111,0.598898,0.934426,0.017763,0.934426,0.982237,0.034862,0.602742,1.550291,0.000157
221,57,4,3151,2112,0.598708,0.934426,0.017768,0.934426,0.982232,0.034873,0.602554,1.550775,0.000159
222,57,4,3150,2113,0.598518,0.934426,0.017774,0.934426,0.982226,0.034884,0.602367,1.551258,0.000159
